impact,id,description,help,helpUrl,tags,html,target,failureSummary
minor,empty-heading,"Ensure headings have discernible text","Headings should not be empty","https://dequeuniversity.com/rules/axe/4.10/empty-heading?application=axeAPI","cat.name-role-value;best-practice","<h3 class=\"text-center overflow-wrap-anywhere group-hover--text-md-teal uppercase\"></h3>",".border-dark-teal.hover--border-orange[href$=\"ondemand\"] > .uppercase","Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute"
minor,empty-heading,"Ensure headings have discernible text","Headings should not be empty","https://dequeuniversity.com/rules/axe/4.10/empty-heading?application=axeAPI","cat.name-role-value;best-practice","<h3 class=\"text-center overflow-wrap-anywhere group-hover--text-md-teal uppercase\"></h3>",".border-dark-teal.hover--border-orange[href$=\"pegasus\"] > .uppercase","Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute"
minor,empty-heading,"Ensure headings have discernible text","Headings should not be empty","https://dequeuniversity.com/rules/axe/4.10/empty-heading?application=axeAPI","cat.name-role-value;best-practice","<h3 class=\"text-center overflow-wrap-anywhere group-hover--text-md-teal uppercase\"></h3>",".border-dark-teal.hover--border-orange[href$=\"xdmod\"] > .uppercase","Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute"
minor,empty-heading,"Ensure headings have discernible text","Headings should not be empty","https://dequeuniversity.com/rules/axe/4.10/empty-heading?application=axeAPI","cat.name-role-value;best-practice","<h3 class=\"text-center overflow-wrap-anywhere group-hover--text-md-teal uppercase\"></h3>",".border-dark-teal.hover--border-orange[href$=\"badges\"] > .uppercase","Fix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute"
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/ACCESS-arrrow.svg\">",".border-orange > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/vlc.svg\">",".border-dark-teal.hover--border-orange[href$=\"video-learning-center\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/ara.svg\">","a[href$=\"ara.access-ci.org/\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/ico-documentation.svg\">",".border-dark-teal.hover--border-orange.group:nth-child(4) > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/askci.svg\">",".border-dark-teal.hover--border-orange.group:nth-child(5) > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
critical,image-alt,"Ensure <img> elements have alternative text or a role of none or presentation","Images must have alternative text","https://dequeuniversity.com/rules/axe/4.10/image-alt?application=axeAPI","cat.text-alternatives;wcag2a;wcag111;section508;section508.22.a;TTv5;TT7.a;TT7.b;EN-301-549;EN-9.1.1.1;ACT","<img class=\"not-prose block h-16\" src=\"/themes/contrib/asp-theme/images/icons/cilinks.svg\">",".border-dark-teal.hover--border-orange[href$=\"resources\"] > .not-prose.h-16","Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element's default semantics were not overridden with role=\"none\" or role=\"presentation\""
